player_name,team,position,appearances,starts,substitute_appearances,goals,assists,minutes_played,passes,pass_accuracy,key_passes,shots,shots_on_target,tackles,interceptions,dribbles,duels_won,fouls_won,yellow_cards,red_cards
Nkosinathi Sibisi,South Africa,Defender,1,1,3,0,0,,,,,,,,,,,,1,0
Olwethu Makhanya,South Africa,Defender,0,0,4,0,0,,,,,,,,,,,,0,0
Oswin Appollis,South Africa,Midfielder,4,3,1,0,0,,,,,,,,,,,,0,0
Relebohile Mokokeng,South Africa,Midfielder,3,2,2,0,0,,,,,,,,,,,,0,0
Ricardo Goss,South Africa,Goalkeeper,0,0,4,0,0,,,,,,,,,,,,0,0
Ronwen Williams,South Africa,Goalkeeper,4,4,0,0,0,,,,,,,,,,,,0,0
Samuele Kabini,South Africa,Defender,0,0,4,0,0,,,,,,,,,,,,0,0
Sipho Chaine,South Africa,Goalkeeper,0,0,4,0,0,,,,,,,,,,,,0,0
Teboho Mokoena,South Africa,Midfielder,3,3,0,1,0,,,,,,,,,,,,2,0
Thabang Matuludi,South Africa,Defender,0,0,4,0,0,,,,,,,,,,,,0,0
Thalente Mbatha,South Africa,Midfielder,4,2,2,0,0,,,,,,,,,,,,1,0
Thapelo Maseko,South Africa,Midfielder,3,3,1,1,0,,,,,,,,,,,,0,0
Themba Zwane,South Africa,Midfielder,1,0,1,0,0,,,,,,,,,,,,0,1
Tshepamg Moremi,South Africa,Midfielder,2,0,3,0,1,,,,,,,,,,,,0,0
Yaya Sithole,South Africa,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,1
Bum-Keun Song,South Korea,Goalkeeper,0,0,2,0,0,,,,,,,,,,,,0,0
Cho Wi-je,South Korea,Defender,0,0,2,0,0,,,,,,,,,,,,0,0
Dong-gyeong Lee,South Korea,Midfielder,0,0,2,0,0,,,,,,,,,,,,0,0
Gue-Sung Cho,South Korea,Forward,2,0,2,0,0,,,,,,,,,,,,1,0
Han-Beom Lee,South Korea,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Hee-Chan Hwang,South Korea,Forward,3,1,2,0,0,,,,,,,,,,,,0,0
Heung Min Son,South Korea,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Hyeon-gyu Oh,South Korea,Forward,3,1,2,1,0,,,,,,,,,,,,0,0
Hyeon-woo Jo,South Korea,Goalkeeper,0,0,2,0,0,,,,,,,,,,,,0,0
Hyun-Jun Yang,South Korea,Midfielder,1,0,2,0,0,,,,,,,,,,,,0,0
In-Beom Hwang,South Korea,Midfielder,3,3,0,1,1,,,,,,,,,,,,0,0
Jae-Sung Lee,South Korea,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Jens Castrop,South Korea,Defender,1,0,2,0,0,,,,,,,,,,,,0,0
Ji-Sung Eom,South Korea,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Jun-Ho Bae,South Korea,Midfielder,0,0,2,0,0,,,,,,,,,,,,0,0
Kang-In Lee,South Korea,Midfielder,3,3,0,0,1,,,,,,,,,,,,1,0
Kim Jin-gyu,South Korea,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Kim Tae-hyeon,South Korea,Defender,0,0,1,0,0,,,,,,,,,,,,0,0
Lee Gi-hyuk,South Korea,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Lee Tae-seok,South Korea,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Min-Jae Kim,South Korea,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Moon-Hwan Kim,South Korea,Defender,1,1,1,0,0,,,,,,,,,,,,0,0
Park Jin-seob,South Korea,Defender,2,0,3,0,0,,,,,,,,,,,,0,0
Seol Young-Woo,South Korea,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Seung-Gyu Kim,South Korea,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Seung-Ho Paik,South Korea,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Tae-Hwan Kim,South Korea,Midfielder,0,0,1,0,0,,,,,,,,,,,,0,0
Alex Baena,Spain,Midfielder,2,2,1,1,0,,,,,,,,,,,,1,0
Alex Grimaldo,Spain,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Aymeric Laporte,Spain,Defender,3,3,0,0,1,,,,,,,,,,,,0,0
Borja Iglesias,Spain,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Dani Olmo,Spain,Forward,3,1,2,0,1,,,,,,,,,,,,0,0
David Raya,Spain,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Eric Garcia,Spain,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Fabian,Spain,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Ferran Torres,Spain,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Gavi,Spain,Midfielder,1,1,1,0,0,,,,,,,,,,,,0,0
Joan Garcia,Spain,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Lamine Yamal,Spain,Forward,3,2,1,1,0,,,,,,,,,,,,0,0
Marc Cucurella,Spain,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Marc Pubill,Spain,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Marcos Llorente,Spain,Midfielder,2,2,1,0,1,,,,,,,,,,,,0,0
Martin Zubimendi,Spain,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Mikel Merino,Spain,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Mikel Oyarzabal,Spain,Midfielder,3,3,0,2,1,,,,,,,,,,,,0,0
Nico Williams,Spain,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Pau Cubarsi,Spain,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Pedri,Spain,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Pedro Porro,Spain,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Rodri Hernandez,Spain,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Unai Simon,Spain,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Victor Munoz,Spain,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Yeremi Pino,Spain,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Albin Ekdal,Sweden,Midfielder,0,0,1,0,0,,,,,,,,,,,,0,0
Alexander Bernhardsson,Sweden,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Alexander Isak,Sweden,Forward,3,3,0,1,3,,,,,,,,,,,,0,0
Anthony Elanga,Sweden,Forward,3,1,2,2,0,,,,,,,,,,,,0,0
Benjamin Nygren,Sweden,Midfielder,3,2,1,0,0,,,,,,,,,,,,0,0
Besfort Zeneli,Sweden,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Carl Starfelt,Sweden,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Daniel Svensson,Sweden,Defender,2,0,3,0,0,,,,,,,,,,,,0,0
Elliot Stroud,Sweden,Defender,3,1,2,0,0,,,,,,,,,,,,0,0
Eric Anders Smith,Sweden,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Gabriel Gudmundsson,Sweden,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Gustaf Nilsson,Sweden,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Gustav Lagerbielke,Sweden,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Herman Johansson,Sweden,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Hjalmar Ekdal,Sweden,Defender,0,0,2,0,0,,,,,,,,,,,,0,0
Isak Hien,Sweden,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Jacob Widell Zetterstrom,Sweden,Goalkeeper,1,1,2,0,0,,,,,,,,,,,,0,0
Jesper Karlstrom,Sweden,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Ken Sema,Sweden,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Kristoffer Nordfeldt,Sweden,Goalkeeper,2,2,1,0,0,,,,,,,,,,,,0,0
Lucas Bergvall,Sweden,Midfielder,3,0,3,0,1,,,,,,,,,,,,0,0
Mattias Svanberg,Sweden,Midfielder,1,0,3,1,0,,,,,,,,,,,,0,0
Taha Abdi Ali,Sweden,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Victor Lindelof,Sweden,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Viktor Gyokeres,Sweden,Forward,3,3,0,1,2,,,,,,,,,,,,1,0
Viktor Johansson,Sweden,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Yasin Ayari,Sweden,Midfielder,3,3,0,2,0,,,,,,,,,,,,1,0
Ardon Jasari,Switzerland,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Aurele Amenda,Switzerland,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Breel Embolo,Switzerland,Forward,3,3,0,1,2,,,,,,,,,,,,0,0
Cedric Itten,Switzerland,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Christian Fassnacht,Switzerland,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Dan Ndoye,Switzerland,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Denis Zakaria,Switzerland,Midfielder,1,1,2,0,0,,,,,,,,,,,,1,0
Djibril Sow,Switzerland,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Eray Comert,Switzerland,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Fabian Rieder,Switzerland,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Granit Xhaka,Switzerland,Midfielder,3,3,0,1,0,,,,,,,,,,,,1,0
Gregor Kobel,Switzerland,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Johan Manzambi,Switzerland,Midfielder,3,1,2,3,1,,,,,,,,,,,,0,0
Luca Jaquez,Switzerland,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Manuel Akanji,Switzerland,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Marvin Keller,Switzerland,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Michel Aebischer,Switzerland,Midfielder,3,2,1,0,0,,,,,,,,,,,,0,0
Miro Muheim,Switzerland,Defender,1,0,1,0,0,,,,,,,,,,,,0,0
Nico Elvedi,Switzerland,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Noah Okafor,Switzerland,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Remo Freuler,Switzerland,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Ricardo Rodriguez,Switzerland,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Ruben Vargas,Switzerland,Forward,3,2,1,2,1,,,,,,,,,,,,0,0
Silvan Widmer,Switzerland,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Yvon Mvogo,Switzerland,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Zeki Amdouni,Switzerland,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Adem Arous,Tunisia,Defender,0,0,2,0,0,,,,,,,,,,,,0,0
Ali Abdi,Tunisia,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Anis Ben Hatira,Tunisia,Midfielder,0,0,1,0,0,,,,,,,,,,,,0,0
Anis Slimane,Tunisia,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Aymen Dahmen,Tunisia,Goalkeeper,2,2,1,0,0,,,,,,,,,,,,0,0
Dylan Bronn,Tunisia,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Elias Saad,Tunisia,Forward,2,2,1,0,0,,,,,,,,,,,,0,0
Ellyes Skhiri,Tunisia,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Firas Chaouat,Tunisia,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Hadj Mahmoud,Tunisia,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Hannibal Mejbri,Tunisia,Midfielder,3,3,0,0,2,,,,,,,,,,,,0,0
Hazem Mastouri,Tunisia,Forward,1,1,2,1,0,,,,,,,,,,,,0,0
Ismael Gharbi,Tunisia,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Khalil Ayari,Tunisia,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Mohamed Amine Ben Hamida,Tunisia,Defender,3,2,1,0,0,,,,,,,,,,,,0,0
Mohamed Elias Achouri,Tunisia,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Montassar Talbi,Tunisia,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Mortsdha Ben Ouanes,Tunisia,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Moulib Chamakh,Tunisia,Goalkeeper,1,1,2,0,0,,,,,,,,,,,,0,0
Moutaz Neffati,Tunisia,Defender,0,0,2,0,0,,,,,,,,,,,,0,0
Omar Rekik,Tunisia,Midfielder,2,2,1,1,0,,,,,,,,,,,,0,0
Raed Chikhaoui,Tunisia,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Rani Khedira,Tunisia,Midfielder,3,2,1,0,0,,,,,,,,,,,,1,0
Rayan Elloumi,Tunisia,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Sabri Ben Hessen,Tunisia,Goalkeeper,0,0,2,0,0,,,,,,,,,,,,0,0
Sebastian Tounekti,Tunisia,Forward,3,1,2,0,0,,,,,,,,,,,,0,0
Yan Valery,Tunisia,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Yassine Chikhaoui,Tunisia,Forward,0,0,1,0,0,,,,,,,,,,,,0,0
Abdulkerim Bardakci,Türkiye,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Altay Bayindir,Türkiye,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Arda Guler,Türkiye,Midfielder,3,3,0,1,0,,,,,,,,,,,,0,0
Baris Alper Yilmaz,Türkiye,Forward,3,2,1,0,1,,,,,,,,,,,,0,0
Caglar Soyuncu,Türkiye,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Can Uzun,Türkiye,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Deniz Gul,Türkiye,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Eren Elmali,Türkiye,Defender,2,1,2,0,1,,,,,,,,,,,,1,0
Fehmi Mert Gunok,Türkiye,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Ferdi Kadioglu,Türkiye,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Hakan Calhanoglu,Türkiye,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Irfan Can Kahveci,Türkiye,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Ismail Yuksek,Türkiye,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Kaan Ayhan,Türkiye,Midfielder,1,0,3,1,0,,,,,,,,,,,,0,0
Kenan Yildiz,Türkiye,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Kerem Akturkoglu,Türkiye,Forward,2,2,1,0,0,,,,,,,,,,,,0,0
Merih Demiral,Türkiye,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Mert Muldur,Türkiye,Defender,3,1,2,0,0,,,,,,,,,,,,0,0
Oguz Aydin,Türkiye,Forward,1,1,2,0,0,,,,,,,,,,,,0,0
Orkun Kokcu,Türkiye,Midfielder,3,2,1,1,0,,,,,,,,,,,,0,0
Ozan Kabak,Türkiye,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Salih Ozcan,Türkiye,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Samet Akaydin,Türkiye,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Ugurcan Cakır,Türkiye,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Yunus Akgun,Türkiye,Forward,2,1,2,0,0,,,,,,,,,,,,1,0
Zeki Celik,Türkiye,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Alejandro Zendejas,USA,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Alex Freeman,USA,Defender,3,2,1,1,1,,,,,,,,,,,,0,0
Antonee Robinson,USA,Defender,2,2,1,0,0,,,,,,,,,,,,1,0
Auston Trusty,USA,Defender,2,1,2,1,0,,,,,,,,,,,,0,0
Brendon Aaronson,USA,Midfielder,1,1,2,0,0,,,,,,,,,,,,0,0
Chris Brady,USA,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Chris Richards,USA,Defender,2,2,1,0,0,,,,,,,,,,,,1,0
Christian Pulisic,USA,Midfielder,2,1,1,0,1,,,,,,,,,,,,0,0
Cristian Roldan,USA,Midfielder,0,0,2,0,0,,,,,,,,,,,,0,0
Folarin Balogun,USA,Forward,2,2,1,2,0,,,,,,,,,,,,1,0
Giovanni Reyna,USA,Midfielder,3,1,2,1,0,,,,,,,,,,,,0,0
Haji Wright,USA,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Joseph Scally,USA,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Malik Tillman,USA,Midfielder,3,2,1,0,1,,,,,,,,,,,,0,0
Mark McKenzie,USA,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Matt Freese,USA,Goalkeeper,2,2,1,0,0,,,,,,,,,,,,0,0
Matt Turner,USA,Goalkeeper,1,1,2,0,0,,,,,,,,,,,,0,0
Max Arfsten,USA,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Miles Robinson,USA,Midfielder,1,1,2,0,0,,,,,,,,,,,,0,0
Ricardo Pepi,USA,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Sebastian Berhalter,USA,Midfielder,3,1,2,1,1,,,,,,,,,,,,1,0
Sergino Dest,USA,Defender,3,2,1,0,0,,,,,,,,,,,,0,0
Tim Ream,USA,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Timothy Weah,USA,Forward,2,1,2,0,0,,,,,,,,,,,,0,0
Tyler Adams,USA,Midfielder,2,2,1,0,0,,,,,,,,,,,,1,0
Weston McKennie,USA,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Agustin Canobbio,Uruguay,Midfielder,3,2,1,1,0,,,,,,,,,,,,0,1
Brian Rodriguez,Uruguay,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Darwin Nunez,Uruguay,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Emiliano Martinez,Uruguay,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Facundo Pellistri,Uruguay,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Federico Valverde,Uruguay,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Federico Vinas,Uruguay,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Fernando Muslera,Uruguay,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Giorgian De Arrascaeta,Uruguay,Midfielder,0,0,1,0,0,,,,,,,,,,,,0,0
Guillermo Varela,Uruguay,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Joaquin Piquerez,Uruguay,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Jose Maria Gimenez,Uruguay,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Juan Manuel Sanabria,Uruguay,Midfielder,3,2,1,0,0,,,,,,,,,,,,1,0
Manuel Ugarte,Uruguay,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Mathias Olivera,Uruguay,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Matias Vina,Uruguay,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Maximiliano Araujo,Uruguay,Forward,3,3,0,2,1,,,,,,,,,,,,0,0
Nicolas de la Cruz,Uruguay,Midfielder,3,0,3,0,0,,,,,,,,,,,,1,0
Rodrigo Aguirre,Uruguay,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Rodrigo Bentancur,Uruguay,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Rodrigo Zalazar,Uruguay,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Ronald Araujo,Uruguay,Defender,0,0,1,0,0,,,,,,,,,,,,0,0
Santiago Bueno,Uruguay,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Santiago Mele,Uruguay,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Sebastian Caceras,Uruguay,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Sergio Rochet,Uruguay,Goalkeeper,1,0,3,0,0,,,,,,,,,,,,0,0
Abbosbek Fayzullaev,Uzbekistan,Midfielder,3,3,0,1,0,,,,,,,,,,,,0,0
Abdulla Abdullaev,Uzbekistan,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Abduqodir Khusanov,Uzbekistan,Defender,3,3,0,0,0,,,,,,,,,,,,2,0
Abduvohid Nematov,Uzbekistan,Goalkeeper,2,2,1,0,0,,,,,,,,,,,,0,0
Akmal Mozgovoy,Uzbekistan,Midfielder,3,2,1,0,1,,,,,,,,,,,,0,0
Avazbek Ulmasaliev,Uzbekistan,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Azizbek Amonov,Uzbekistan,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Azizjon Ganiev,Uzbekistan,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Bekhruz Karimov,Uzbekistan,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Botirali Eregashev,Uzbekistan,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Dostonbek Khamdamov,Uzbekistan,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Eldor Shomurodov,Uzbekistan,Forward,3,3,0,1,0,,,,,,,,,,,,0,0
Farrukh Sayfiev,Uzbekistan,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Igor Sergeev,Uzbekistan,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Jakhongir Urozov,Uzbekistan,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Jamshid Iskanderov,Uzbekistan,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Khoriakbar Alijonov,Uzbekistan,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Odiljon Hamrobekov,Uzbekistan,Midfielder,2,1,2,0,0,,,,,,,,,,,,1,0
Oston Uronov,Uzbekistan,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Otabek Shukurov,Uzbekistan,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Rushtam Ashurmatov,Uzbekistan,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Ruslanbek Jiyanov,Uzbekistan,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Sherzod Esanov,Uzbekistan,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Sherzod Nasrullaev,Uzbekistan,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Umar Eshmurodov,Uzbekistan,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Utkir Yusupov,Uzbekistan,Goalkeeper,1,1,2,0,0,,,,,,,,,,,,0,0
